,x,y
0,2.3125073712722886,0.10450525179954445
1,1.2876830773982926,0.28029138649273566
2,-5.124603580942503,0.4871744542457613
3,2.578307810804956,-0.31760561850806235
4,-9.958776475873483,-6.649058808893305
5,-5.592110841248538,-1.0150923285226978
6,2.312313392186176,0.29274702823301335
7,-2.672310168256253,-6.380781576165017
8,-7.556833620538484,-5.323416384848579
9,-8.526895138096267,-3.7610477024841975
10,-3.295450366309025,-5.627363637637247
11,-9.563248313842774,-4.271287239546434
12,2.710731634045692,0.8878764580493919
13,-8.910099662978658,-4.431166890089699
14,-9.750465606111428,0.40235125032756436
15,1.8795641867882453,0.20803890749727927
16,-4.042267184651112,2.174240815313309
17,2.7546712210433166,0.6807240755113291
18,2.245034171488971,0.13796226849375487
19,-4.866780368151169,-1.0201623639881594
20,1.2057072891449687,0.826289143709089
21,-1.0742177553061065,0.8117862305713215
22,-8.798567792794174,-7.148560015790689
23,-3.9901297138159117,-1.397957794454598
24,-4.030355678757327,-1.0668094568722872
25,-3.612858541361741,1.7507713460910423
26,1.4774664731289748,0.41794189543596527
27,-2.366865912853125,-3.6690273315154673
28,-6.883659854514171,0.412725121081991
29,0.911425116944836,0.4396994995341562
30,-9.558260265845536,-4.207130582572708
31,1.7586142878234639,0.854084716798267
32,1.854831793473913,0.6054086386277436
33,-1.4592528037880204,3.723159856819719
34,-3.1286849274708697,-0.44682130493895655
35,-9.705823161071548,-4.815518558747405
36,-3.400276833450932,-3.4399548297704206
37,-4.7197917781538195,-4.256002971659995
38,-6.083006558092273,-1.877744147582199
39,-7.483972085133248,-4.997666633348237
40,-7.897085277228804,0.7460446597805972
41,-5.462795235826247,3.4091220619592
42,1.6482708051593837,1.0407942518613997
43,-9.906092436518392,-5.087900355038639
44,-8.001410399388948,-5.679473563168303
45,2.8782310511584277,-0.28465972509693305
46,-9.6889262286379,-6.230276439852502
47,1.6755493656496179,0.6757960353777956
48,2.1600969014258125,-0.10865751978218885
49,1.9055202977862675,0.4238861895727938
50,1.5893590220303162,0.09892462839443289
51,-4.164327160881716,2.3112881677174473
52,-7.318400254027321,-7.030334746236488
53,-3.7604417836126403,0.8033287195636697
54,1.4194240953795996,1.2459664266512274
55,-8.440472333999097,-5.1870924447107365
56,2.3988579720150836,0.024589961521036985
57,1.7345473989115945,0.4234495036615699
58,-9.87697819948031,-6.82851017232148
59,1.656200928805382,0.17807321451955516
60,-11.510236350280888,-4.162843213812081
61,2.4714227888961053,0.07975721691076337
