,x,y
0,-5.730353864865594,-7.583286018401834
1,1.9429921932865297,1.9188748174229198
2,6.829681769445774,1.1648713985855805
3,-2.9013057761849077,7.550771180066203
4,5.841092758392046,1.5650943109191806
5,5.470214652772347,1.1170858580318648
6,-4.319542652882475,-6.976169493000596
7,4.91033566200794,1.9229315744915951
8,3.572258406845507,1.8307901989194386
9,-7.504445768846949,-6.854018543065113
10,3.9933059519855747,0.891621680326337
11,-1.3506020440453461,8.19360380984661
12,-0.37616424839648355,7.062198328675819
13,-1.9383071123595832,10.14985176837892
14,4.929653693124514,4.048570482586171
15,5.698303323077689,0.21443019751761772
16,-2.581207744633084,10.017819026090345
17,-8.002349212713568,-6.497699847091896
18,-6.7973432018758455,-5.814629218210595
19,-3.6155325970587784,7.818079504117651
20,3.24131126240896,2.536138920631303
21,-2.300334028047995,7.054616004318546
22,5.216435799283868,2.284419838484268
23,-5.31410316191693,-6.945859854348934
24,-7.326060805701799,-6.686019600377639
25,5.034330978606398,1.552185203120469
26,4.3849016188072465,3.477162672523421
27,-6.093827032500438,-6.454652031490982
28,-6.612576925282012,-5.99047879765251
29,-1.5551958595595479,9.66567737950412
30,4.607125566012103,1.429744912806967
31,-1.6966718006585522,10.370526156769145
32,-3.4997339481834384,8.44798839859555
33,-3.837383671951181,9.211147364067445
34,5.01102470959941,1.3691844972249114
35,4.400930789361691,1.0656060218991341
36,3.81765844066167,2.2168568954326444
37,3.033432515970529,2.176633319807955
38,-6.929090900803703,-6.205290101109343
39,-5.895304792674686,-7.094098437501455
40,3.6502740159695204,1.8473827638410838
41,-1.2037188158984211,9.03528996983108
42,-2.728869510890262,9.371398699710069
43,-1.7181656760097033,8.104898673403582
44,-0.36525353372742453,9.648205150516333
45,6.2848465497293855,1.7241336443843536
46,4.5275507865372715,1.752200084407509
47,5.351493714316991,0.8485275921028628
48,3.927033053550937,2.079599911632629
49,-7.3972384901874415,-6.6563216416370485
50,-8.720501422482915,-8.159686560011648
51,-3.110904235282147,10.86656431270726
52,-7.711982764255499,-6.408694036889543
53,-6.361968170682147,-7.6058534064294125
54,4.981634812005261,3.8493405231566182
55,-3.5220287433871738,9.328533460793595
56,-2.409546257965109,8.510810474082122
57,-6.969362885438497,-5.439992377826474
58,4.919847462547922,0.8476806366423555
59,-8.224077702185546,-7.798761539760145
60,-7.396915641251642,-5.470762153090367
61,-1.9941623558440904,9.52807207911053
62,3.9880427284259423,2.020568355257146
63,-6.7835064142102866,-7.342384881980989
64,4.390914687749028,2.9447406348950875
65,-7.990203036617099,-5.127839149852324
66,5.278471295005476,0.3116496216717721
67,-7.331933510400347,-9.303988919904903
68,-2.4393955380627315,8.628972531336562
69,4.688400464172928,1.1422195675296942
70,4.5253389909754835,3.2109859959141938
71,4.875493394336667,2.7440348778276986
72,5.807660897887908,2.227590527241945
73,-6.751522776240481,-7.5611612507508275
74,-3.2395642547698866,9.230744717780297
75,-7.55601949321054,-5.079169160365131
76,-1.6956804056830803,7.7834218117643665
77,4.066216829347865,1.4263107427003399
78,-2.096266168777126,8.450561575394346
79,-3.3559913411211553,7.499438903512457
80,-6.553494168909152,-8.131223169661249
81,-1.885077806000595,9.642631637462602
82,3.8494043807827896,2.4446380410767277
83,-1.3663748085377296,9.766219160885095
84,-8.463530014636994,-6.11969493713165
85,-8.40515236207601,-7.572017663157191
86,-7.4348267178444685,-4.9989525238353565
87,-6.234143010010195,-4.716854869970486
88,4.086229530880919,0.7752917913518835
89,-2.147561598005116,8.369166373593197
90,-6.688528123131367,-6.833673045119798
91,5.169683014143384,3.4147383045986324
92,-3.515215004552452,7.80009751541059
93,4.726468623701002,1.8174924485486526
94,4.972192848207693,1.2246831473841784
95,-7.32581062436605,-8.769650324221477
96,-1.68713746305826,10.911079110852269
97,-3.490706274100701,9.476389602461593
98,-2.147802017544336,10.55232269466429
99,-6.038983642162546,-7.532733572578337
100,4.532848476273544,0.9379273615213579
101,-2.3956802778015023,9.676416802719368
102,-0.9231808069073981,7.776470629371472
103,-6.914615681648232,-5.109308957640437
104,-6.439612741097938,-7.382163817628558
105,-2.45098890460675,7.871315830367698
106,-3.2245013323127183,9.693883877132997
107,-8.327641091567514,-9.078915549896028
108,-4.534340209710358,9.20074044296775
109,-7.314123418583586,-7.189281716744586
110,-8.101755000043216,-6.1671111631035584
111,-7.846603334280483,-6.927820949417926
112,-6.590458547243452,-4.424809453365052
113,-6.657493419517557,-7.358858214939424
114,-6.450008972018685,-6.672421906112835
115,2.861158587323823,3.4692139954299153
116,-3.436128094630833,8.954760772136522
117,-6.713174982938214,-6.387658329267797
118,3.6277744609679337,0.31831301207496265
119,-7.119952589309405,-7.254930400825544
120,-2.035959998479205,8.94145721554145
121,-1.3460338708977906,9.024519189217909
122,4.063107505659769,2.728560909766488
123,3.880746174674403,2.1235634704169395
124,-5.332121989821209,-5.084231920180425
125,6.142235888324129,2.047264464360507
126,-3.3381926339748222,8.454105088001352
127,4.180517936687857,1.1233253144759403
128,-7.960690518751168,-6.2641739863316825
129,-6.635826477380071,-7.444188224012675
130,-6.236904431283726,-5.550957063143516
131,4.7375549347769335,1.2001599000852656
132,2.5724367361882248,1.8840496444279435
133,-5.955600171944369,-7.065011729718936
134,5.330022827939214,1.5719492120548957
135,-6.9749227235382225,-6.601088067505607
136,-6.271730681434731,-6.693500470119589
137,-7.046745271468124,-6.733395906842624
138,2.5159831119182945,1.447414662259971
139,-3.3346948198452617,8.692900286545328
140,-6.157955127108035,-8.009161364493176
141,-5.329126698337193,-7.878463634014738
142,5.566056383759743,3.8825863244108625
143,4.168840530609779,2.2052196212983683
144,-6.708761753023328,-7.064092929628626
145,-7.737984971332484,-6.179799713866955
146,-7.517014318457788,-5.691093062168395
147,-3.038957826819789,9.527553561311677
148,-2.5439093927579934,7.845608090578789
149,-3.746148333930832,7.693829515114045
150,4.380287484864496,0.4700267308226258
151,-7.404147457431044,-6.3907350320480285
152,4.1260119188914075,0.9139561620517804
153,2.926744307137224,3.327042058106145
154,-2.3360166972015683,9.399603507927159
155,-7.100591364980934,-6.853223754281416
156,-2.2951038789225464,7.768547349486333
157,-5.8477826516826354,-8.365669966312918
158,4.9774814983033036,1.5612927178182647
159,3.8766196796855845,0.16828758327621296
160,-4.58072906753202,-7.242948153715606
161,-6.954060620251316,-6.259437495725269
162,-1.6095977476194996,9.321585649074931
163,-2.412201658060032,9.609443153635235
164,-6.623597456837395,-5.897418609330432
165,-3.282022837590322,8.777467521458313
166,-3.0985623799969617,9.863888225219346
167,4.658297215417653,3.649606996216015
168,-7.6067643669761384,-7.127628228827452
169,-8.23948333213119,-6.133856027248726
170,-5.850471553825626,-6.407512110862903
171,-2.1779341916491863,9.98983125532068
172,-2.2516472323299856,8.939840212432154
173,-6.6831060214498,-6.171105835687435
174,-6.6767041702999705,-8.39585370827318
175,-3.4838792932800717,9.801370731940773
176,-2.5450236621627016,10.578929784012328
177,2.9704735551067296,2.516529876320667
178,5.140796023852483,0.995614439142181
179,5.272660702334386,4.243862541745128
180,-2.281737688448621,10.321428882480749
181,-6.288972360458961,-5.771406012693038
182,-0.62301172184222,9.18886394103016
183,-2.422150554814579,8.715278777732454
184,-5.032990195103604,-7.950194359602099
185,-7.438549038422859,-6.502897718211425
186,-0.38704142604011693,10.046751388749469
187,5.285254785813249,3.341801241473081
188,-2.5040841664102893,8.779698994823175
189,-6.571825422259211,-8.590277985932572
190,-7.24059335697035,-5.720779789911699
191,-6.630243507440515,-5.302656313512472
192,-5.941343385175273,-7.39615432149332
193,-7.58397088169403,-8.288570889639507
194,-3.7700815773877956,9.932148075253098
195,5.885964028725731,-0.10022054846741746
196,-2.2130773459881743,9.275341400378212
197,-2.2493148288043265,9.796108999975631
198,-6.912754164025067,-5.0855517297581585
199,5.646171645442542,1.3962778144175831
200,-2.4121200737047097,9.98293111873121
201,-1.686652710949561,7.793442478227299
202,-5.943948798003809,-5.608554498281788
203,-6.850882368216452,-5.601657730668648
204,4.3704720017835434,2.690711939736694
205,-6.510953882278369,-7.2734484056033075
206,3.3499179364870475,0.6780909118771159
207,-2.7268788262799704,10.11306298018551
208,-1.6837812740647204,9.82779576419896
209,-6.914312078538051,-6.645894860739426
210,-5.3000550454205575,-7.402969620429215
211,6.488834931173447,3.0997347134884894
212,-5.684580562226428,-8.40329649805972
213,-3.9245683651031644,8.593640805432962
214,-1.9872560574358524,9.311270801431508
215,-7.491144994143219,-8.286770690124168
216,-2.2325068237227312,9.841469377234345
217,-6.9197851417956135,-8.310884695393995
218,-2.4416694183648264,7.589537941984865
219,5.497538459430121,1.813231153977305
220,3.319645629207459,3.8046284497950857
221,-3.189222344631241,9.246539825359324
222,-7.502767717576035,-7.435586712436201
223,-2.9811294888421838,10.103236725165688
224,4.189813364748858,2.5960196162882307
225,-1.4261463798774732,10.068088180233225
226,-3.6601912004750528,9.389984146543993
227,-6.683781936053588,-7.858482370890979
228,3.977255077282255,2.5437683525338914
229,3.9214346149756656,1.7597225322288848
230,4.370990145673271,0.8666437751990617
231,3.6541527898925574,2.477216199458576
232,-2.8519121395795195,8.212008858976702
233,-8.227812613256983,-6.136845499253232
234,-5.805995441291498,-7.906624892687007
235,-7.243239403365126,-6.937055216997014
236,-1.9223405292524798,11.2047417540083
237,5.511003539659794,1.647146151772891
